"(1, '03 Greedo', '03 Purple Hearts', 'en')"
"(10684, 'Frenkie', 'Overdose', 'hr')"
"(10685, 'Frenkie', 'Pokreni se', 'hr')"
"(10686, 'Frenkie', 'RMX', 'hr')"
"(10687, 'Frenkie, Kontra, Indigo', 'Sad Bi Htjela', 'hr')"
"(10688, 'Spinz', 'Simple Man Ft. Frenkie, Ariano', 'en')"
"(10689, 'Diversidad', 'Slowdown', 'fr')"
"(10690, 'Frenkie', 'Svi', 'hr')"
"(10691, 'Frenkie', 'Teočak', 'hr')"
"(10692, 'Frenkie, Kontra, Indigo', 'Teorija zavjese', 'hr')"
"(10693, 'Diversidad', 'The Experience', 'de')"
"(10694, 'Frenkie, Kontra, Indigo', 'Tugy Plaky', 'hr')"
"(10695, 'Frenkie, Kontra, Indigo', 'Tupakamaru', 'hr')"
"(10696, 'Crni Zvuk', 'Tu Smo', 'hr')"
"(10697, 'Frenkie', 'Uz Zvuk Sirene', 'hr')"
"(10698, 'Luniz', '20 Bluntz A Day', 'en')"
"(10699, 'Luke', 'Freestyle Joint', 'en')"
"(10700, 'Chain Swangaz', 'Futuristic Luv Patrol', 'en')"
"(10701, '2 Live Crew', 'Ghetto Bass', 'en')"
"(10702, '2 Live Crew', 'Me So Horny', 'en')"
"(10703, 'Richard Cheese', 'Me So Horny', 'en')"
"(10704, 'Fresh Kid Ice', ""Stop-Playin'"", 'ca')"
"(10705, '2 Live Crew', ""Throw the 'D'"", 'en')"
"(10706, 'Insane Clown Posse', 'Wicked Wild', 'en')"
"(10707, 'Froggy Fresh', 'Best Friends', 'en')"
"(10708, 'Froggy Fresh', 'Christmas', 'en')"
"(10709, 'Froggy Fresh', 'Coolest Guys', 'en')"
"(10710, 'Froggy Fresh', 'Denzel Washington', 'en')"
"(10711, 'Froggy Fresh', 'Dunked On', 'en')"
"(10712, 'Froggy Fresh', 'Dunked on 2', 'en')"
"(10713, 'Froggy Fresh', 'ER', 'en')"
"(10714, 'Froggy Fresh', 'ER Remix - Live', 'en')"
"(10715, 'Froggy Fresh', 'Forever', 'en')"
"(10716, 'Froggy Fresh', 'Friday The 13th', 'en')"
"(10717, 'Froggy Fresh', 'Froggy Fresh Freestyle', 'en')"
"(10718, 'Froggy Fresh', 'Fun Trip', 'en')"
"(10719, 'Froggy Fresh', 'Girl Work It', 'en')"
"(10720, 'Froggy Fresh', 'Go Kart Love', 'en')"
"(10721, 'Froggy Fresh', 'Good Guy Shoes', 'en')"
"(10722, 'Froggy Fresh', 'Grown Man vs Dirt Kids', 'en')"
"(10723, 'Froggy Fresh', 'Halloween', 'en')"
"(10724, 'Froggy Fresh', 'Halloween II', 'en')"
"(10725, 'Froggy Fresh', 'Halloween III', 'en')"
"(10726, 'Froggy Fresh', 'Haters Wanna Be Me', 'en')"
"(10727, 'Froggy Fresh', 'Heartbreak Hotel', 'en')"
"(10728, 'Froggy Fresh', 'Jimmy Butler Is Your Father', 'en')"
"(10729, 'Froggy Fresh', 'Me and Daniel Tosh', 'en')"
"(10730, 'Froggy Fresh', ""Mike's Mom"", 'en')"
"(10731, 'Froggy Fresh', 'Nightmare On My Street', 'en')"
"(10732, 'Froggy Fresh', 'Nightmare on My Street Intro', 'en')"
"(10733, 'Froggy Fresh', 'Prank Calls', 'en')"
"(10734, 'Froggy Fresh', 'Push Me', 'en')"
"(10735, 'Tyler Cassidy', 'Red Alert', 'en')"
"(10736, 'Froggy Fresh', 'Reindeer Games', 'en')"
"(10737, 'Froggy Fresh', 'Same Old Kid', 'en')"
"(10738, 'Froggy Fresh', 'Sleeping in the Tent', 'en')"
"(10739, 'Froggy Fresh', 'Stolen Bikes', 'en')"
"(10740, 'Froggy Fresh', 'Stolen Bikes 2', 'en')"
"(10741, 'Froggy Fresh', 'Stolen Bikes 3', 'en')"
"(10742, 'Froggy Fresh', 'Street Rangers', 'en')"
"(10743, 'Froggy Fresh', 'Street Rangers 2', 'en')"
"(10744, 'Froggy Fresh', 'The Baddest', 'en')"
"(10745, 'Froggy Fresh', 'The Fight', 'en')"
"(10746, 'Froggy Fresh', 'The Last Shot', 'en')"
"(10747, 'Froggy Fresh', 'The Pain', 'en')"
"(10748, 'Froggy Fresh', 'Wasteland', 'en')"
"(10749, 'Froggy Fresh', 'Zombie in My Basement', 'en')"
"(10750, 'Kane & Abel', ""'Bout That Combat"", 'en')"
"(10751, ""Steady Mobb'n"", 'Crosses Artist', 'en')"
"(10752, 'TRU', 'Dangerous in My City', 'en')"
"(10753, 'Full Blooded', 'Gangsta Shit', 'en')"
"(10754, 'Soulja Slim', 'Getting Real', 'en')"
"(10755, 'C-Murder', 'Ghetto Ties', 'en')"
"(10756, 'Big Ed', 'Go 2 War', 'en')"
"(10757, 'Full Blooded', ""I'm Gonna Hustle"", 'en')"
"(10758, 'Mr. Serv-On', 'Luv 4 Me', 'en')"
"(10759, 'Soulja Slim', 'Me and My Cousin', 'en')"
"(10760, 'Soulja Slim', 'N.L. Party', 'en')"
"(10761, 'C-Murder', 'On the Run', 'en')"
"(10762, 'Full Blooded', ""Same Ole' Nigga"", 'en')"
"(10763, 'Soulja Slim', 'Snoop Doggy Dogg, Trenitty', 'en')"
"(10764, 'Kane & Abel', ""Tell Me What You're Lookin' For"", 'en')"
"(10765, 'Funkmaster Flex', '10% Dis', 'en')"
"(10766, 'Michael Jackson', '2 Bad (Refugee Camp Mix)', 'en')"
"(10767, 'M.O.P.', 'Ante Up (Robbin Hoodz Theory) (Soundtrack Version)', 'en')"
"(10768, 'Funkmaster Flex', 'Bad', 'en')"
"(10769, 'Funkmaster Flex', 'Biggie/Tupac Live Freestyle', 'en')"
"(10770, 'Funkmaster Flex', 'Block Lockdown', 'en')"
"(10771, 'Funkmaster Flex', 'Bounce', 'en')"
"(10772, 'Lady Sha Bk', 'BROOKLYN', 'en')"
"(10773, 'Funkmaster Flex', 'Busta Rhymes - Freestyle', 'en')"
"(10774, 'Funkmaster Flex', 'Call Me Drag-On', 'en')"
"(10775, 'Funkmaster Flex', 'Charlie Clips Freestyles On Flex | Freestyle #119', 'en')"
"(10776, 'CHIKA', 'CHIKA Freestyles on Flex | Freestyle #098', 'en')"
"(10777, 'Funkmaster Flex', 'Common Freestyle', 'en')"
"(10778, 'Mary J. Blige', 'Confrontation', 'en')"
"(10779, 'Funkmaster Flex', 'Confrontation', 'en')"
"(10780, 'Funkmaster Flex', 'Confrontation - bonus cd version', 'en')"
"(10781, 'Corey Finesse', 'Corey Finesse Freestyles on Flex | Freestyle #047', 'en')"
"(10782, 'Funkmaster Flex', 'Das EFX Freestyle', 'en')"
"(10783, 'Funkmaster Flex', 'Dead Man Walking', 'en')"
"(10784, 'Funkmaster Flex', 'Def Jam 2000', 'en')"
"(10785, 'Funkmaster Flex', 'Def Jam 2000 (Funkmaster Flex & Big Kap Feat. Fat Man Scoop)', 'en')"
"(10786, 'Funkmaster Flex', 'Dem Want War', 'en')"
"(10787, 'Funkmaster Flex', 'Did She Say (So So Def Remix)', 'en')"
"(10788, 'Troy Ave', 'Do It', 'en')"
"(10789, 'Don Q', 'Don Q & A1 Freestyles on Flex | Freestyle #094', 'en')"
"(10790, 'Funkmaster Flex', 'Do That', 'en')"
"(10791, 'Funkmaster Flex', 'Do You', 'en')"
"(10792, 'Funkmaster Flex', 'Duck Down', 'en')"
"(10793, 'Funkmaster Flex', 'Eightball Freestyle', 'en')"
"(10794, 'Funkmaster Flex', 'EPMD Freestyle', 'en')"
"(10795, 'Funkmaster Flex', 'Erick Sermon - Freestyle', 'en')"
"(10796, 'Funkmaster Flex', 'Erykah Badu - Freestyle', 'en')"
"(10797, 'Funkmaster Flex', 'Everyday & Everynight', 'en')"
"(10798, 'Fat Joe', 'Fat Joe & Mysonne Freestyle on Flex | Freestyle #103', 'en')"
"(10799, 'Funkmaster Flex', 'Fat Joe & Punisher Freestyle', 'en')"
"(10800, 'Chinx', 'Feelings', 'en')"
"(10801, 'Funkmaster Flex', 'Feelin the Hate', 'en')"
"(10802, 'Funkmaster Flex', 'Fine Line', 'en')"
"(10803, 'Funkmaster Flex', 'Flex Outro', 'en')"
"(10804, 'Full Force', 'Float On With Us (Classic Extended Version)', 'en')"
"(10805, 'Funkmaster Flex', 'For My Thugs', 'en')"
"(10806, 'Fred The Godson', 'Fred The Godson Freestyles on Flex | Freestyle #072', 'en')"
"(10807, 'Funkmaster Flex', 'Freestyle', 'en')"
"(10808, 'DJ Tomekk', '1,2,3 Rhymes Galore', 'de')"
"(10809, 'Gordon Parks', 'A Great Day in Hip-Hop', 'NA')"
"(10810, 'Grandmaster Flash', 'All Wrapped Up', 'en')"
"(10811, 'Grandmaster Flash', 'All Wrapped Up (extended version)', 'en')"
"(10812, 'Grandmaster Flash', 'Beat Street', 'en')"
"(10813, 'Grandmaster Flash', 'Beat street - 12"" single version', 'en')"
"(10814, 'Grandmaster Flash', 'Big Black Caddy', 'en')"
"(10815, 'Grandmaster Flash', 'Big Black Caddy (extended version)', 'en')"
"(10816, 'Sha-Rock & The Hypnotizing 3', 'Difference Stroke', 'en')"
"(10817, 'Donald-D', ""Don's Groove"", 'en')"
"(10818, 'Grandmaster Flash', 'Fastest Man Alive', 'en')"
"(10819, 'Grandmaster Flash & The Furious Five', 'Flash To The Beat', 'en')"
"(10820, 'Grandmaster Flash', 'Get Yours', 'en')"
"(10821, 'Grandmaster Flash', 'Girls Love The Way He Spins', 'en')"
"(10822, 'Grandmaster Flash', 'Grandmaster Flash - The Message (Annotating a Legend Fall 2015 Mid- Term)', 'en')"
"(10823, 'Grandmaster Flash', 'House That Rocked', 'en')"
"(10824, 'Grandmaster Flash', 'I Am Somebody', 'en')"
"(10825, 'Grandmaster Flash', ""It's nasty (genius of love) (short version)"", 'en')"
"(10826, 'Grandmaster Flash', 'Jesse', 'en')"
"(10827, 'Grandmaster Flash', ""Larry's Dance Theme (Tribute To The Electric Boogiers)"", 'en')"
"(10828, 'Grandmaster Flash', 'New York New York', 'en')"
"(10829, 'Rick James', 'P.I.M.P. The S.I.M.P.', 'en')"
"(10830, 'Grandmaster Flash', 'Pump Me Up', 'en')"
"(10831, 'Kery James', 'Relève la tête', 'fr')"
"(10832, 'Grandmaster Flash & The Furious Five', ""She's Fresh"", 'en')"
"(10833, 'Grandmaster Flash', 'Shine All Day', 'en')"
"(10834, 'Grandmaster Flash', 'Shine All Day (Sam Webster Remix)', 'en')"
"(10835, 'Grandmaster Flash & The Furious Five', 'Style (Peter Gunn Theme)', 'en')"
"(10836, 'Grandmaster Flash & The Furious Five', 'The Adventures of Grandmaster Flash on the Wheels of Steel', 'en')"
"(10837, 'Grandmaster Flash', 'The Message Midterm (Keep Booging Fall 2015 UTA)', 'en')"
"(10838, 'Grandmaster Flash', 'The Message Midterm (Mandingo76010\'s ""take"" Fall 2015 UTA)', 'en')"
"(10839, 'Grandmaster Flash', 'Them Jeans', 'en')"
"(10840, 'Grandmaster Flash', 'Tribute To The Breakdancer', 'en')"
"(10841, 'Grandmaster Flash', 'U Know What Time it Is', 'en')"
"(10842, 'Grandmaster Flash', 'U Know What Time It Is (extended Scratch version)', 'en')"
"(10843, 'Raekwon', '10 Bricks', 'en')"
"(10844, 'Ghostface Killah & Adrian Younge', '12 Reasons to Die', 'en')"
"(10845, 'Ghostface Killah', '260', 'en')"
"(10846, 'Ghostface Killah', '2getha Baby', 'en')"
"(10847, 'Dan the Automator', '2K007', 'en')"
"(10848, 'Ghostface Killah', '36 Seasons Album art & tracklisting', 'en')"
"(10849, 'Baghira', '3 Bricks (Remix)', 'en')"
"(10850, 'Raekwon', '4 in the Morning', 'en')"
"(10851, 'GZA', '4th Chamber', 'en')"
"(10852, 'DJ Kay Slay', '5 Deadly Venoms', 'en')"
"(10853, 'Theodore Unit', ""'88 Freestyle"", 'en')"
"(10854, 'Cappadonna', ""'97 Mentality"", 'en')"
"(10855, 'Ghostface Killah', '9 Milli Bros.', 'en')"
"(10856, 'Ghostface Killah', 'ABC', 'en')"
"(10857, 'Wu-Tang Clan', 'A Better Tomorrow Album Art And Tracklisting', 'en')"
"(10858, 'Method Man', 'Afterparty', 'en')"
"(10859, 'Ghostface Killah', 'After the Smoke is Clear', 'en')"
"(10860, 'Faith Evans', 'Again (Remix)', 'en')"
"(10861, 'Rah Digga', 'Album Intro', 'en')"
"(10862, 'Ghostface Killah', 'Alex (Stolen Script)', 'en')"
"(10863, 'Ghostface Killah', 'Alex (Stolen Script) [Clean]', 'en')"
"(10864, 'Wu Block', 'All in Together', 'en')"
"(10865, 'Ghostface Killah', 'All That I Got Is You', 'en')"
"(10866, 'Rhymefest', ""All That I've Got Is You"", 'en')"
"(10867, 'DOOMSTARKS', 'Angels', 'en')"
"(10868, 'MF DOOM', 'Angelz', 'en')"
"(10869, 'Apollo Brown & Ghostface Killah', 'An Unexpected Call', 'en')"
"(10870, 'Ghostface Killah & Adrian Younge', 'An Unexpected Call (The Set Up)', 'en')"
"(10871, 'Ghostface Killah', 'Apollo Kids', 'en')"
"(10872, 'Ghostface Killah', 'Assassination Day', 'en')"
"(10873, 'Kubus', 'Astro', 'en')"
"(10874, 'Wu-Tang Clan', 'Babies', 'en')"
"(10875, 'Ghostface Killah', 'Baby', 'en')"
"(10876, ""Ol' Dirty Bastard"", 'Back in the Air', 'en')"
"(10877, 'Wu-Tang Clan', 'Back in the Game', 'en')"
"(10878, 'Wu-Tang Clan', 'Back In The Game (Phoniks Remix)', 'en')"
"(10879, 'Ghostface Killah', 'Back Like That', 'en')"
"(10880, 'Ghostface Killah', 'Back Like That (Remix)', 'en')"
"(10881, 'Ghostface Killah', 'Bad Mouth Kid', 'en')"
"(10882, 'Ghostface Killah', 'Bad Mouth Kid (Skit)', 'en')"
"(10883, 'Ghostface Killah', ""Bamboo's Lament"", 'en')"
"(10884, 'Ghostface Killah', 'Barbershop', 'en')"
"(10885, 'Ghostface Killah', 'Bathtub - Skit', 'en')"
"(10886, 'Raekwon', 'Batman & Robin', 'en')"
"(10887, 'The Neighbourhood', 'Beat Take 1', 'en')"
"(10888, 'Ghostface Killah', 'Beat the Clock', 'en')"
"(10889, 'Grandmaster Caz', 'A Good Man Is Gone', 'en')"
"(10890, 'Gordon Parks', 'A Great Day in Hip-Hop', 'NA')"
"(10891, 'Grandmaster Caz', 'Art Of Rap', 'en')"
"(10892, 'Grandmaster Caz', 'Art Of Rap Freestyle', 'en')"
"(10893, 'F.I.L.T.H.E.E', 'Ayayaya', 'en')"
"(10894, 'Grandmaster Caz', 'Back to the Scene of the Rhyme', 'en')"
"(10895, 'The Cold Crush Brothers Vs. Fantastic Freaks', 'Basketball Throwdown', 'en')"
"(10896, 'De La Soul', 'Clear Lake Auditorium', 'en')"
"(10897, 'Cold Crush Brothers', 'Cold Crush Bros. At The Dixie', 'en')"
"(10898, 'Def Squad', 'Def Squad Delite', 'en')"
"(10899, 'Macklemore & Ryan Lewis', 'Downtown', 'en')"
"(10900, 'Macklemore & Ryan Lewis', 'Downtown (Clean)', 'en')"
"(10901, 'Phase 2', 'Ecstasy Garage Disco, Friday, Dec. 12, 1980 [Flyer]', 'en')"
"(10902, 'Grandmaster Caz', 'Get Down Grandmaster', 'en')"
"(10903, 'Grandmaster Caz', 'GOAT', 'en')"
"(10904, 'Grandmaster Caz', 'Hate the game', 'en')"
"(10905, 'DJ Kay Slay', 'Hip Hop Frontline', 'en')"
"(10906, 'Moby', 'I Love To Move In Here', 'en')"
"(10907, 'Grandmaster Caz', '""I\'m That"" Freestyle', 'en')"
"(10908, 'Grandmaster Caz', 'Lioneers', 'en')"
"(10909, 'Grandmaster Caz', 'MC Delight', 'en')"
"(10910, 'Sugarhill Gang', ""Rapper's Delight"", 'en')"
"(10911, 'Sugarhill Gang', ""Rapper's Delight (Single Version)"", 'en')"
"(10912, 'De La Soul', 'Stix & Stonz', 'en')"
"(10913, 'Grandmaster Caz', 'The Old School', 'en')"
"(10914, 'LL Cool J', 'This is Ring Tone M...', 'en')"
"(10915, 'Grandmaster Caz', 'Too Much', 'en')"
"(10916, 'Nas', ""Where Are They Now (80's Remix)"", 'en')"
"(10917, 'Grandmaster Caz', 'Wild Style Subway Rap', 'en')"
"(10918, 'Grandmaster Caz', 'Wild Style Theme Rap 1', 'en')"
"(10919, 'Code Red', 'Wrapped 2002', 'en')"
"(10920, 'Okasian', '백만 원 (₩1,000,000)', 'tl')"
"(10921, 'G-Dragon', '1 year (1 )', 'id')"
"(10922, 'G-Dragon', '1 YEAR STATION', 'id')"
"(10923, 'G-Dragon', '2014 MAMA Intro', 'ko')"
"(10924, 'Genius Translations', '2NE1 - Good To You (착한 여자) [English Translation]', 'en')"
"(10925, 'G-Dragon', 'A BOY', 'ko')"
"(10926, 'G-Dragon', 'ACT I. 개소리 (BULLSHIT)', 'en')"
"(10927, 'G-Dragon', 'ACT III. 무제(無題) (UNTITLED, 2014)', 'ko')"
"(10928, 'G-Dragon', 'ACT II. SUPER STAR', 'en')"
"(10929, 'BIGBANG', '눈물뿐인 바보 (A Fool of Tears)', 'ko')"
"(10930, 'TAEYANG', '니가 잠든 후에 (After You Sleep)', 'ko')"
"(10931, 'TAEYANG', ""Baby I'm Sorry"", 'en')"
"(10932, 'BIGBANG', 'Bad Boy', 'vi')"
"(10933, 'BIGBANG', 'BAE BAE', 'ko')"
"(10934, 'BIGBANG', 'BAE BAE (Have a BAE BAE!! Remix)', 'en')"
"(10935, 'BIGBANG', 'BANG BANG BANG', 'vi')"
"(10936, 'BIGBANG', 'BANG BANG BANG -Japanese Version.-', 'ja')"
"(10937, 'Genius Romanizations', 'BIGBANG - Blue (Romanized)', 'id')"
"(10938, 'Genius Translations', 'BIGBANG - Fantastic Baby (English Translation)', 'en')"
"(10939, 'Genius Romanizations', 'BIGBANG - GIRLFRIEND (Romanized)', 'en')"
"(10940, 'BIGBANG', '빙글빙글 (Bingle Bingle)', 'vi')"
"(10941, 'G-Dragon', 'BLACK', 'en')"
"(10942, 'G-Dragon', 'Black (Japanese Version)', 'sw')"
"(10943, 'G-Dragon', 'Black (Jennie Kim Version)', 'ko')"
"(10944, 'BIGBANG', 'Blue', 'ko')"
"(10945, 'G-Dragon', 'BREATHE', 'en')"
"(10946, 'G-Dragon', 'Bullshit (Türkçe Çeviri)', 'tr')"
"(10947, 'G-Dragon', 'But I Love You', 'ko')"
"(10948, 'G-Dragon', 'BUTTERFLY', 'en')"
"(10949, 'G-Dragon', 'Butterfly - Romanized Lyrics', 'en')"
"(10950, 'G-Dragon', 'Cheated', 'vi')"
"(10951, 'Zion.T', 'Complex', 'en')"
"(10952, 'G-Dragon', ""쿠데타 (Coup d'etat)"", 'en')"
"(10953, 'G-Dragon', ""Coup d'etat (English Version)"", 'en')"
"(10954, 'G-Dragon', ""Coup d'État (Traduction Française)"", 'fr')"
"(10955, 'G-Dragon', '크레용 (Crayon)', 'en')"
"(10956, 'BIGBANG', 'Crazy Dog', 'en')"
"(10957, 'G-Dragon', '삐딱하게 (Crooked)', 'ko')"
"(10958, 'G-Dragon', 'Crooked (English Version)', 'en')"
"(10959, 'BIGBANG', 'Dirty Cash', 'en')"
"(10960, 'Skrillex', 'Dirty Vibe', 'en')"
"(10961, 'Skrillex', 'Dirty Vibe (DJ Snake & Aazar Remix)', 'en')"
"(10962, 'Skrillex', 'Dirty Vibe  (Habstrakt Remix)', 'en')"
"(10963, 'Skrillex', 'Dirty Vibe (Jack Beats Re-work)', 'en')"
"(10964, 'Skrillex', 'Dirty Vibe (Topi Flip)', 'en')"
"(10965, 'GD&TOP', ""집에 가지마 (Don't Go Home)"", 'ko')"
"(10966, 'BIGBANG', 'Fantastic Baby', 'en')"
"(10967, 'Starrysky', 'FANTASTIC BABY', 'id')"
"(10968, 'BIGBANG', 'Feeling', 'en')"
"(10969, 'BIGBANG', '꽃 길 (Flower Road)', 'ko')"
"(10970, 'G-Eazy', '0-100 Freestyle', 'en')"
"(10971, 'Conrad Jenkins', '½ (Interlude)', 'en')"
"(10972, 'G-Eazy', '106 & Park - BET ""The Backroom"" Freestyle', 'en')"
"(10973, 'G-Eazy', '1942', 'en')"
"(10974, 'BET Hip Hop Awards', '2014 They Don’t Get Tired Cypher', 'en')"
"(10975, 'Larry June', '3rd Girl', 'en')"
"(10976, '\u200bblackbear', '90210', 'en')"
"(10977, '\u200bblackbear', '90210 (Acoustic)', 'en')"
"(10978, 'G-Eazy', 'Achievement', 'en')"
"(10979, 'AVSTIN JAMES', 'Acting Over', 'en')"
"(10980, 'G-Eazy', 'Acting Up', 'en')"
"(10981, 'Statik Selektah', ""Ain't a Damn Thing Change"", 'en')"
"(10982, 'G-Eazy', 'All I Could Do', 'en')"
"(10983, 'G-Eazy', 'All Up on My Dick', 'en')"
"(10984, 'G-Eazy', 'Almost Famous', 'en')"
"(10985, 'G-Eazy', 'Almost Famous (Christoph Andersson Remix)', 'en')"
"(10986, 'Genius', '""Almost Famous"" Video Breakdown', 'en')"
"(10987, 'G-Eazy', 'Alone', 'en')"
"(10988, 'Ro James', 'Already Knew That (G-Eazy Remix)', 'en')"
"(10989, 'PJ', 'Always Wanted', 'en')"
"(10990, 'G-Eazy', 'Apple Of My Eye', 'en')"
"(10991, 'G-Eazy', 'Ash Heart', 'et')"
"(10992, 'G-Eazy', 'A Thing for Me', 'en')"
"(10993, 'G-Eazy', 'BAD BOY', 'en')"
"(10994, 'Marty Grimes', 'Bang Bang', 'en')"
"(10995, 'Genius Brasil Traduções', 'Bebe Rexha - F.F.F. (feat. G-Eazy) [Tradução]', 'en')"
"(10996, 'G-Eazy', 'Been On', 'en')"
"(10997, 'G-Eazy', 'Been On (Remix)', 'en')"
"(10998, 'G-Eazy', 'Big', 'en')"
"(10999, 'G-Eazy', 'Big Deal*', 'en')"
"(11000, 'Bobby Brackins', 'Big Film', 'en')"
"(11001, 'G-Eazy', 'Blazin On a Sunny Afternoon', 'en')"
"(11002, 'G-Eazy', 'Bone Marrow', 'en')"
"(11003, 'Audio Push', 'Bonfire', 'en')"
"(11004, 'Cisco Adler', 'Boom Boom Boom', 'en')"
"(11005, 'Loky', 'Boomerang', 'fr')"
"(11006, 'Nef The Pharaoh', 'Born Leader', 'en')"
"(11007, 'Ground Up', 'Breakfast', 'en')"
"(11008, 'G-Eazy', 'Breathe', 'en')"
"(11009, 'G-Eazy & Carnage', 'Buddha', 'en')"
"(11010, 'G-Eazy', 'But A Dream', 'en')"
"(11011, 'G-Eazy', 'But A Dream (Alex Lustig Remix)', 'en')"
"(11012, 'Dean (Rapper)', 'By', 'en')"
"(11013, 'G-Eazy', 'California Culture', 'en')"
"(11014, 'G-Eazy', 'Calm Down', 'en')"
"(11015, 'G-Eazy', 'Candy Girl', 'en')"
"(11016, 'G Herbo', '100 Days 100 Nights', 'en')"
"(11017, 'G Herbo & Southside', '100 Sticks', 'en')"
"(11018, '1090 OP', '10 Limit*', 'tl')"
"(11019, 'Trav x G Herbo', '10 Toes', 'en')"
"(11020, 'G Herbo', '4 Minutes of Hell', 'en')"
"(11021, 'G Herbo', '4 Minutes of Hell Part 2', 'en')"
"(11022, 'G Herbo', '4 Minutes of Hell, Part 3', 'en')"
"(11023, 'G Herbo', '4 Minutes Of Hell, Part 4', 'en')"
"(11024, 'G Herbo', '4 Minutes of Hell Part 5', 'en')"
"(11025, 'G Herbo', '4 Nem', 'en')"
"(11026, 'G Herbo', '4nem feat. Lil Durk', 'en')"
"(11027, 'G Herbo', '4 nem ft. Lil Durk', 'en')"
"(11028, 'Cdot Honcho', '50 of Em', 'en')"
"(11029, 'Philthy Rich', '59 to 79', 'en')"
"(11030, 'G Herbo', '7 Rings', 'en')"
"(11031, 'Kanye West', '80 Degrees*', 'en')"
"(11032, 'Young Sizzle', 'Actions', 'en')"
"(11033, 'Lafa Mikey', 'Add it up', 'en')"
"(11034, 'YGG Tay', ""Ain't Done Shit"", 'en')"
"(11035, 'G Herbo', ""Ain't For None"", 'en')"
"(11036, 'Lil Bibby', ""Ain't Heard Bout You"", 'en')"
"(11037, 'Juicy J', ""Ain't No Rapper"", 'en')"
"(11038, 'G Herbo', ""Ain't Nothing To Me"", 'en')"
"(11039, 'G Herbo', ""Ain't Right"", 'en')"
"(11040, 'G Herbo', 'All Day', 'en')"
"(11041, 'Johnny Maycash', 'All Day (2015)', 'en')"
"(11042, 'G Herbo', 'All I Got', 'en')"
"(11043, 'G Herbo', 'All In', 'en')"
"(11044, 'G Herbo', 'All My Niggaz', 'en')"
"(11045, 'Boss Top', 'All The Time', 'en')"
"(11046, 'Fredo Santana', 'Always', 'en')"
"(11047, 'G Herbo', 'Another Day', 'en')"
"(11048, 'G Herbo', 'At Night', 'en')"
"(11049, 'G Herbo', 'At The Light', 'en')"
"(11050, 'G Herbo', 'A Year Ago', 'en')"
"(11051, 'G Herbo', 'Back at it pt. 3', 'en')"
"(11052, 'G Herbo', 'Back On Tour', 'en')"
"(11053, 'G Herbo', 'Bag', 'en')"
"(11054, 'G Herbo', ""Ballin' Like I'm Kobe [Tracklist + Cover Art]"", 'en')"
"(11055, 'Capo (GBE)', ""Bein' Famous"", 'en')"
"(11056, 'Lil Bibby', 'Better Dayz', 'en')"
"(11057, 'G Herbo', 'Bi Polar', 'en')"
"(11058, 'G Herbo', 'Black', 'en')"
"(11059, 'G Herbo', 'Blackin Out', 'en')"
"(11060, 'Z Money', 'Bon Appétit', 'en')"
"(11061, 'G Herbo & Southside', 'Bonjour', 'en')"
"(11062, 'Dreezy', 'Boss (Remix)', 'en')"
"(11063, 'G Herbo', 'Bottom of the Bottom', 'en')"
"(11064, 'G Herbo', 'Bricks and Mansions', 'en')"
"(11065, 'Playboi Carti', 'Bust Down', 'en')"
"(11066, 'GRAY', '119 REMIX', 'en')"
"(11067, 'WANNA ONE', '11 (Eleven)', 'ko')"
"(11068, 'CRUSH', '9 to 5', 'en')"
"(11069, 'Dynamic Duo', 'AEAO', 'ko')"
"(11070, 'PSY', 'Ahjussi Swag', 'ko')"
"(11071, 'BTS', 'Am I Wrong', 'en')"
"(11072, 'Dynamic Duo', 'Animal', 'ko')"
"(11073, 'Supreme Team (Kor)', '아리따움 (Aritaum)', 'ko')"
"(11074, 'Bumkey', '갖고놀래 (Attraction)', 'ko')"
"(11075, 'Dynamic Duo', 'BAAAM', 'ko')"
"(11076, 'Zion.T', 'Babay', 'en')"
"(11077, 'Dynamic Duo', ""있어줘 (Baby Don't Go)"", 'ko')"
"(11078, 'Kriz', 'Bad', 'en')"
"(11079, 'Dynamic Duo', 'Beyond the Wall', 'ko')"
"(11080, 'Dynamic Duo', '봉제선 (BONGJESEON)', 'ko')"
"(11081, '넉살 (Nucksal), 조우찬 (WooChan)', '부르는게 값이야 (Brrr get$)', 'ko')"
"(11082, 'Epik High', '부르즈 할리파 Burj Khalifa', 'en')"
"(11083, 'Gaeko', 'Chaser The Rapper, Part 1', 'ko')"
"(11084, 'Gaeko', 'Chaser The Rapper, Part 2', 'ko')"
"(11085, 'Supreme Team (Kor)', 'Darling', 'ko')"
"(11086, 'Genius Translations', 'DEΔN -  D (Half Moon) (Ft. Gaeko) (English Translation)', 'en')"
"(11087, 'Genius Romanizations', 'DEΔN -  D (Half Moon) (Ft. Gaeko) (Romanized)', 'en')"
"(11088, 'DEΔN', 'D (\u200bHalf \u200bMoon)', 'ko')"
"(11089, 'Supreme Team (Kor)', 'Do', 'en')"
"(11090, 'Dynamic Duo', '도돌이표 (Dodoripyo)', 'ko')"
"(11091, 'Hangzoo', 'Drive Thru', 'ko')"
"(11092, 'Gaeko', '동방예의지국 East', 'ko')"
"(11093, 'Dynamic Duo', '먹고하고자고 (Eat Pray Love)', 'ko')"
"(11094, 'Gaeko', 'Elephant (코끼리/Gajah)', 'ko')"
"(11095, 'Yoon Jong Shin', 'Empty City', 'en')"
